journal,title,abstract,doi,authors,publication_date,year,type,cited_by_count,openalex_id,url,country,FID,sentiment,score
Nature,Citizens arrest river pollution in China,,https://doi.org/10.1038/535231e,Tuqiao Zhang; Feifei Zheng; Tingchao Yu,2016-07-12,2016,article,3,https://openalex.org/W2972498155,https://openalex.org/W2972498155,China,19,positive,0.9
Nature,South China Sea ruling sparks conservation fears,,https://doi.org/10.1038/535334a,David Cyranoski,2016-07-18,2016,article,8,https://openalex.org/W2481273811,https://openalex.org/W2481273811,China,20,negative,0.9
Nature,China,,https://doi.org/10.1038/536s6a,Rebecca Kanthor,2016-08-01,2016,article,0,https://openalex.org/W4235379101,https://openalex.org/W4235379101,China,21,neutral,0.95
Nature,China: Change tack to boost basic research,,https://doi.org/10.1038/536030a,Raphaël K. Didham; Chao‐Dong Zhu,2016-08-03,2016,article,2,https://openalex.org/W2486024810,https://openalex.org/W2486024810,China,22,positive,0.6
Nature,China: Standardize R&D costing,,https://doi.org/10.1038/536030b,Yutao Sun; Cong Cao,2016-08-03,2016,article,2,https://openalex.org/W2498467682,https://openalex.org/W2498467682,China,23,neutral,0.9
Nature,"China, Japan, CERN: Who will host the next LHC?",,https://doi.org/10.1038/nature.2016.20453,Elizabeth Gibney,2016-08-18,2016,article,2,https://openalex.org/W2517817543,https://openalex.org/W2517817543,China,24,neutral,0.95
Nature,China's soil plan needs strong support,,https://doi.org/10.1038/536375a,Hong Yang,2016-08-22,2016,article,51,https://openalex.org/W2510483886,https://openalex.org/W2510483886,China,25,neutral,0.8
Nature,Strengthen China's flood control,,https://doi.org/10.1038/536396e,Yang Zhou; Yansui Liu; Wenxiang Wu,2016-08-23,2016,article,21,https://openalex.org/W2508668013,https://openalex.org/W2508668013,China,26,neutral,0.9
Nature,China: High-tech transformation,,https://doi.org/10.1038/537s8a,Annabel McGilvray,2016-08-30,2016,article,4,https://openalex.org/W2510825837,https://openalex.org/W2510825837,China,27,neutral,0.9
Nature,Closing yield gaps in China by empowering smallholder farmers,,https://doi.org/10.1038/nature19368,Weifeng Zhang; Guoxin Cao; Xiaolin Li; Hongyan Zhang; Chong Wang; Quanqing Liu; Xinping Chen; Zhenling Cui; Jianbo Shen; Rongfeng Jiang; Guohua Mi; Yuxin Miao; Fusuo Zhang; Zhengxia Dou,2016-09-01,2016,article,603,https://openalex.org/W2509245130,https://openalex.org/W2509245130,China,28,positive,0.9
Nature,Brexit threatens China collaboration,,https://doi.org/10.1038/537167c,Hong Yang; Roger J. Flower; Xianjin Huang,2016-09-06,2016,article,3,https://openalex.org/W2509914044,https://openalex.org/W2509914044,China,29,negative,0.95
Nature,China's sponge cities to soak up rainwater,,https://doi.org/10.1038/537307c,Dasheng Liu,2016-09-13,2016,article,47,https://openalex.org/W2519218995,https://openalex.org/W2519218995,China,30,positive,0.95
Nature,China launches second space lab,,https://doi.org/10.1038/nature.2016.20611,Davide Castelvecchi,2016-09-15,2016,article,1,https://openalex.org/W2520685037,https://openalex.org/W2520685037,China,31,neutral,0.9
Nature,China-only science prize honours pathologist and experimental physicist,,https://doi.org/10.1038/nature.2016.20644,David Cyranoski,2016-09-19,2016,article,0,https://openalex.org/W2522715332,https://openalex.org/W2522715332,China,32,neutral,0.9
Nature,Open up research evaluation in China,,https://doi.org/10.1038/539168c,Lihua Yang,2016-11-08,2016,article,2,https://openalex.org/W2549803636,https://openalex.org/W2549803636,China,33,positive,0.7
Nature,"Spotlight On Nanjing, China",,https://doi.org/10.1038/nj0494,,2016-11-09,2016,article,0,https://openalex.org/W4251758640,https://openalex.org/W4251758640,China,34,neutral,0.8
Nature,Trump: China could take lead on climate,,https://doi.org/10.1038/539495a,David G. Victor,2016-11-22,2016,article,3,https://openalex.org/W2553969850,https://openalex.org/W2553969850,China,35,neutral,0.8
Nature,Conservation: big data boost in China,,https://doi.org/10.1038/540038c,Ruidong Wu,2016-11-29,2016,article,4,https://openalex.org/W2559432320,https://openalex.org/W2559432320,China,36,positive,0.9
Nature,China's energy rush harming ecosystem,,https://doi.org/10.1038/541030b,Jianmin Ma; Jianzhong Xu,2017-01-03,2017,article,8,https://openalex.org/W2561154258,https://openalex.org/W2561154258,China,37,negative,0.9
Nature,Meiofaunal deuterostomes from the basal Cambrian of Shaanxi (China),,https://doi.org/10.1038/nature21072,Jian Han; Simon Conway Morris; Qiang Ou; Degan Shu; Hai Huang,2017-01-27,2017,article,74,https://openalex.org/W2581820402,https://openalex.org/W2581820402,China,38,neutral,0.98
Nature,China deploys big data to clear smog,,https://doi.org/10.1038/542031a,Zhang Bo; Robert M. Hughes,2017-01-31,2017,article,9,https://openalex.org/W2973501342,https://openalex.org/W2973501342,China,39,positive,0.95
Nature,Locals embrace China nuclear project,,https://doi.org/10.1038/542414c,Hongmin Yang; Junqiang Xia; Roger J. Flower,2017-02-21,2017,article,4,https://openalex.org/W2743715303,https://openalex.org/W2743715303,China,40,positive,0.9
Nature,China's decadal pollution census,,https://doi.org/10.1038/543491d,Qing Hu; Xuetao Zhao; Xiao Jin Yang,2017-03-22,2017,article,17,https://openalex.org/W2598337766,https://openalex.org/W2598337766,China,41,neutral,0.9
Nature,"March for Science, climate engineering and China's space station",,https://doi.org/10.1038/544398a,,2017-04-25,2017,article,0,https://openalex.org/W4238847288,https://openalex.org/W4238847288,China,42,neutral,0.95
Nature,China cracks down on fake data in drug trials,,https://doi.org/10.1038/nature.2017.21977,David Cyranoski,2017-05-10,2017,article,7,https://openalex.org/W2613868774,https://openalex.org/W2613868774,China,43,positive,0.9
Nature,China: Rail network must protect giant pandas,,https://doi.org/10.1038/545289a,Shucai Li; Shaoshuai Shi; Lin Bu,2017-05-16,2017,article,6,https://openalex.org/W2615472941,https://openalex.org/W2615472941,China,44,positive,0.8
Nature,China's Silicon Valley,,https://doi.org/10.1038/545s29a,Flynn Murphy,2017-05-16,2017,article,5,https://openalex.org/W2615336730,https://openalex.org/W2615336730,China,45,positive,0.9
Nature,China expands DNA data grab in troubled western region,,https://doi.org/10.1038/545395a,David Cyranoski,2017-05-22,2017,article,7,https://openalex.org/W2620468495,https://openalex.org/W2620468495,China,46,negative,0.85
Nature,A close look at China's rise,,https://doi.org/10.1038/545s39a,Nicky Phillips,2017-05-23,2017,article,8,https://openalex.org/W2620510481,https://openalex.org/W2620510481,China,47,neutral,0.6
Nature,China's blue-chip future,,https://doi.org/10.1038/545s54a,Peng Tian,2017-05-23,2017,article,2,https://openalex.org/W2619051641,https://openalex.org/W2619051641,China,48,neutral,0.8
Nature,Trials of embryonic stem cells to launch in China,,https://doi.org/10.1038/546015a,David Cyranoski,2017-05-28,2017,article,38,https://openalex.org/W2617286375,https://openalex.org/W2617286375,China,49,neutral,0.8
Nature,"Podcast: Algal blooms, a red supergiant star's atmosphere, and preventing genetic disease in China",,https://doi.org/10.1038/d41586-019-03250-8,,2017-08-17,2017,article,0,https://openalex.org/W4232183004,https://openalex.org/W4232183004,China,50,neutral,0.9
Nature,Construction: limit China's sand mining,,https://doi.org/10.1038/550457c,Yushun Chen,2017-10-24,2017,article,34,https://openalex.org/W2765761889,https://openalex.org/W2765761889,China,51,neutral,0.85
Nature,"A death sentence, Hawking's thesis and China's ambitions",,https://doi.org/10.1038/550434a,,2017-10-24,2017,article,0,https://openalex.org/W4244451697,https://openalex.org/W4244451697,China,52,neutral,0.6
Nature,China announces plans to fast-track drug approval,,https://doi.org/10.1038/nature.2017.22888,David Cyranoski,2017-10-25,2017,article,3,https://openalex.org/W2766451890,https://openalex.org/W2766451890,China,53,positive,0.8
Nature,How China could make the most of its beamlines,,https://doi.org/10.1038/d41586-017-05924-7,,2017-11-14,2017,article,0,https://openalex.org/W4251599368,https://openalex.org/W4251599368,China,54,neutral,0.9
Nature,China to roll back regulations for traditional medicine despite safety concerns,,https://doi.org/10.1038/nature.2017.23038,David Cyranoski,2017-11-24,2017,article,15,https://openalex.org/W2769841000,https://openalex.org/W2769841000,China,55,negative,0.8
Nature,China tracks its progress on SDGs,,,J Chen; Zhenlin Li,2018-01-01,2018,article,2,https://openalex.org/W3158646697,https://openalex.org/W3158646697,China,56,neutral,0.9
Nature,China’s societal shifts will take a toll on climate,,https://doi.org/10.1038/d41586-018-00121-6,,2018-01-05,2018,article,0,https://openalex.org/W4239819583,https://openalex.org/W4239819583,China,57,negative,0.9
Nature,China enters the battle for AI talent,,https://doi.org/10.1038/d41586-018-00604-6,David Cyranoski,2018-01-15,2018,article,24,https://openalex.org/W2785507598,https://openalex.org/W2785507598,China,58,neutral,0.9
Nature,China’s plan to recruit talented researchers,,https://doi.org/10.1038/d41586-018-00538-z,Hepeng Jia,2018-01-17,2018,article,42,https://openalex.org/W2786226779,https://openalex.org/W2786226779,China,59,neutral,0.8
Nature,Biotech booms in China,,https://doi.org/10.1038/d41586-018-00542-3,Shannon Ellis,2018-01-17,2018,article,17,https://openalex.org/W2785052015,https://openalex.org/W2785052015,China,60,positive,0.9
Nature,China’s AI dreams,,https://doi.org/10.1038/d41586-018-00539-y,Owen Churchill,2018-01-17,2018,article,6,https://openalex.org/W2789445096,https://openalex.org/W2789445096,China,61,neutral,0.8
Nature,The ups and downs of moving to China,,https://doi.org/10.1038/d41586-018-00540-5,Hepeng Jia,2018-01-17,2018,article,4,https://openalex.org/W2787573278,https://openalex.org/W2787573278,China,62,neutral,0.8
Nature,How private-sector research is changing China,,https://doi.org/10.1038/d41586-018-00546-z,Flynn Murphy,2018-01-17,2018,article,2,https://openalex.org/W2794347442,https://openalex.org/W2794347442,China,63,neutral,0.7
Nature,China needs to listen to its researchers to become a scientific superpower,,https://doi.org/10.1038/d41586-018-00659-5,,2018-01-17,2018,article,1,https://openalex.org/W4234128651,https://openalex.org/W4234128651,China,64,neutral,0.6
Nature,Putting China’s science on the map,,https://doi.org/10.1038/d41586-018-00544-1,Denise Hruby,2018-01-17,2018,article,2,https://openalex.org/W2789402604,https://openalex.org/W2789402604,China,65,positive,0.8
Nature,Career guide: China,,https://doi.org/10.1038/d41586-018-00535-2,Sarah O’Meara,2018-01-17,2018,article,1,https://openalex.org/W2790416645,https://openalex.org/W2790416645,China,66,neutral,0.95
Nature,How to find a job in China,,https://doi.org/10.1038/d41586-018-00537-0,Hepeng Jia,2018-01-17,2018,article,1,https://openalex.org/W2791856869,https://openalex.org/W2791856869,China,67,neutral,0.9
Nature,Why China needs your scientific expertise,,https://doi.org/10.1038/d41586-018-00536-1,Denise Hruby,2018-01-17,2018,article,0,https://openalex.org/W2784490592,https://openalex.org/W2784490592,China,68,positive,0.9
Nature,Scientists in China regenerate lens in human eye,,https://doi.org/10.1038/d41586-018-00548-x,Jamie Fullerton,2018-01-17,2018,article,0,https://openalex.org/W2784631101,https://openalex.org/W2784631101,China,69,positive,0.8
Nature,Returning to a revitalized China after research abroad,,https://doi.org/10.1038/d41586-018-00545-0,Sarah O’Meara,2018-01-17,2018,article,0,https://openalex.org/W2784714328,https://openalex.org/W2784714328,China,70,positive,0.9
Nature,How a biotech entrepreneur benefits from splitting time between China and the United States,,https://doi.org/10.1038/d41586-018-00543-2,Sarah O’Meara,2018-01-17,2018,article,0,https://openalex.org/W2785737342,https://openalex.org/W2785737342,China,71,positive,0.95
Nature,Fossilized pregnant reptile discovered in southern China,,https://doi.org/10.1038/d41586-018-00541-4,Jamie Fullerton,2018-01-17,2018,article,0,https://openalex.org/W2789759484,https://openalex.org/W2789759484,China,72,neutral,0.95
Nature,China declared world’s largest producer of scientific articles,,https://doi.org/10.1038/d41586-018-00927-4,Jeff Tollefson,2018-01-18,2018,article,223,https://openalex.org/W2784610203,https://openalex.org/W2784610203,China,73,neutral,0.95
Nature,China’s ban on imported plastic waste could be a game changer,,https://doi.org/10.1038/d41586-018-00933-6,Tony R. ‎Walker,2018-01-18,2018,article,49,https://openalex.org/W2793613724,https://openalex.org/W2793613724,China,74,positive,0.92
Nature,Satellite images show China going green,,https://doi.org/10.1038/d41586-018-00996-5,Marc Macias‐Fauria,2018-01-22,2018,article,64,https://openalex.org/W2785019420,https://openalex.org/W2785019420,China,75,positive,0.9
Nature,Unique oil spill in East China Sea frustrates scientists,,https://doi.org/10.1038/d41586-018-00976-9,Cally Carswell,2018-01-24,2018,article,60,https://openalex.org/W2787009699,https://openalex.org/W2787009699,China,76,negative,0.9
Nature,Evolutionary history of the angiosperm flora of China,,https://doi.org/10.1038/nature25485,Limin Lu; Ling‐Feng Mao; Tuo Yang; Jian-Fei Ye; Bing Liu; Honglei Li; Miao Sun; Joseph T. Miller; Sarah Mathews; Hai-Hua Hu; Yan‐Ting Niu; Dan-Xiao Peng; You-Hua Chen; Stephen A. Smith; Min Chen; Kun‐Li Xiang; Chi Toan Le; Viet-Cuong Dang; An-Ming Lu; Pamela S. Soltis; Pamela S. Soltis; Jianhua Li; Zhiduan Chen,2018-01-31,2018,article,528,https://openalex.org/W2786160830,https://openalex.org/W2786160830,China,77,neutral,0.95
Nature,What researchers can expect from China's top-level political meetings,,https://doi.org/10.1038/d41586-018-02714-7,David Cyranoski,2018-03-07,2018,article,0,https://openalex.org/W2791323081,https://openalex.org/W2791323081,China,78,neutral,0.8
Nature,China persuades millions to adopt eco-friendly farming,,https://doi.org/10.1038/d41586-018-02829-x,,2018-03-07,2018,article,0,https://openalex.org/W4251515418,https://openalex.org/W4251515418,China,79,positive,0.9
Nature,Boost sustainability through social justice in China’s Belt and Road Initiative,,https://doi.org/10.1038/d41586-018-03051-5,Peter Seele; Dirk Helbing,2018-03-14,2018,article,17,https://openalex.org/W2791297331,https://openalex.org/W2791297331,China,80,positive,0.9
Nature,The #MeToo campaign is gaining ground in China,,https://doi.org/10.1038/d41586-018-05075-3,,2018-05-08,2018,article,1,https://openalex.org/W4234377581,https://openalex.org/W4234377581,China,81,positive,0.9
Nature,China–US trade spat could hit the environment,,https://doi.org/10.1038/d41586-018-05153-6,Yong Geng; Joseph Sarkis,2018-05-15,2018,article,5,https://openalex.org/W2804285608,https://openalex.org/W2804285608,China,82,negative,0.9
Nature,China’s Zhejiang province is open for science business,,https://doi.org/10.1038/d41586-018-05265-z,Sarah O’Meara,2018-05-29,2018,article,0,https://openalex.org/W2806081057,https://openalex.org/W2806081057,China,83,positive,0.9
Nature,China introduces sweeping reforms to crack down on academic misconduct,,https://doi.org/10.1038/d41586-018-05359-8,David Cyranoski,2018-06-01,2018,article,34,https://openalex.org/W2806198180,https://openalex.org/W2806198180,China,84,positive,0.95
Nature,China sets a strong example on how to address scientific fraud,,https://doi.org/10.1038/d41586-018-05417-1,,2018-06-12,2018,article,5,https://openalex.org/W4233977855,https://openalex.org/W4233977855,China,85,positive,0.95
Nature,China’s response to a national land-system sustainability emergency,,https://doi.org/10.1038/s41586-018-0280-2,Brett A. Bryan; Lei Gao; Yanqiong Ye; Xiufeng Sun; Jeffery D. Connor; N. D. Crossman; Mark Stafford‐Smith; Jianguo Wu; Chunyang He; Deyong Yu; Zhifeng Liu; Ang Li; Qingxu Huang; Hai Ren; Xiangzheng Deng; Hua Zheng; Jianming Niu; Guodong Han; Xiangyang Hou,2018-07-01,2018,article,1432,https://openalex.org/W2811284901,https://openalex.org/W2811284901,China,86,neutral,0.85
Nature,China expands surveillance of sewage to police illegal drug use,Privacy concerns and cultural differences make some researchers sceptical that the method could work in other countries. Privacy concerns and cultural differences make some researchers sceptical that the method could work in other countries.,https://doi.org/10.1038/d41586-018-05728-3,David Cyranoski,2018-07-01,2018,article,28,https://openalex.org/W2884351020,https://openalex.org/W2884351020,China,87,neutral,0.9
Nature,Daily briefing: China dominates ranking of research rising stars,,https://doi.org/10.1038/d41586-018-06789-0,Flora Graham,2018-09-20,2018,article,0,https://openalex.org/W4247144008,https://openalex.org/W4247144008,China,88,positive,0.9
Nature,"Daily briefing: India, China, Saudi Arabia and the United States will lose most from climate change",,https://doi.org/10.1038/d41586-018-06836-w,Flora Graham,2018-09-25,2018,article,0,https://openalex.org/W4244182222,https://openalex.org/W4244182222,China,89,negative,0.9
Nature,China’s electricity switch won’t be swift or painless,,https://doi.org/10.1038/d41586-018-06894-0,Jiang Lin,2018-10-01,2018,article,2,https://openalex.org/W2895533750,https://openalex.org/W2895533750,China,90,negative,0.9
Nature,Why China is a hotspot for international students,,https://doi.org/10.1038/d41586-018-07048-y,,2018-10-15,2018,article,1,https://openalex.org/W4251477758,https://openalex.org/W4251477758,China,91,positive,0.9
Nature,China awaits controversial blacklist of ‘poor quality’ journals,"But some researchers say the policy won’t succeed in improving research quality. The government hopes it will improve research quality, but some researchers are sceptical.",https://doi.org/10.1038/d41586-018-07025-5,David Cyranoski,2018-10-16,2018,article,15,https://openalex.org/W2896342456,https://openalex.org/W2896342456,China,92,negative,0.85
Nature,China hides identities of top scientific recruits amidst growing US scrutiny,,https://doi.org/10.1038/d41586-018-07167-6,Smriti Mallapaty,2018-10-24,2018,article,6,https://openalex.org/W2898460155,https://openalex.org/W2898460155,China,93,negative,0.8
Nature,Meet a materials scientist enjoying the rise of China’s research scene,,https://doi.org/10.1038/d41586-018-07203-5,Sarah O’Meara,2018-10-31,2018,article,0,https://openalex.org/W2898825855,https://openalex.org/W2898825855,China,94,positive,0.9
Nature,China’s crackdown on genetics breaches could deter data sharing,,https://doi.org/10.1038/d41586-018-07222-2,David Cyranoski,2018-11-01,2018,article,25,https://openalex.org/W2900504238,https://openalex.org/W2900504238,China,95,negative,0.8
Nature,Late Middle Pleistocene Levallois stone-tool technology in southwest China,,https://doi.org/10.1038/s41586-018-0710-1,Yue Hu; Ben Marwick; Jia‐Fu Zhang; Xue Rui; Ya‐Mei Hou; Jian‐Ping Yue; Wenrong Chen; Weiwen Huang; Bo Li,2018-11-13,2018,article,103,https://openalex.org/W2900885703,https://openalex.org/W2900885703,China,96,neutral,1.0
Nature,A switch by China’s home cooks helps to save millions of lives,,https://doi.org/10.1038/d41586-018-07470-2,,2018-11-19,2018,article,0,https://openalex.org/W4231975758,https://openalex.org/W4231975758,China,97,positive,0.95
Nature,China launches spacecraft to the far side of the Moon,,https://doi.org/10.1038/d41586-018-07699-x,Andrew Silver,2018-12-10,2018,article,0,https://openalex.org/W2904180631,https://openalex.org/W2904180631,China,98,neutral,0.95
Nature,China’s place among the stars,,https://doi.org/10.1038/d41586-018-07690-6,Mark von Zastrow,2018-12-12,2018,article,1,https://openalex.org/W2904250742,https://openalex.org/W2904250742,China,99,positive,0.9
Nature,"Imprisoned academics, China’s Moon lander and AI moral code",,https://doi.org/10.1038/d41586-018-07667-5,,2018-12-12,2018,article,0,https://openalex.org/W4230012490,https://openalex.org/W4230012490,China,100,neutral,0.6
Nature,"Leading progress on genomics, health benefits and utilization of tea resources in China",,,Liu Zh; Gao Lz; Zhengming Chen; Xiangjun Zeng; Huang Ja; Gong Ys; Li Q; Liu Sq; Yanyan Lin; Cai Sx; S Zhang; Xiong Lg; Li W; Lijuan Zhou; Wang Xr; Luo Fj; Qingjiong Zhang; D Zhang,2019-01-01,2019,article,28,https://openalex.org/W3133416487,https://openalex.org/W3133416487,China,101,positive,0.95
Nature,Reject US anti-China sentiment,,,Ramakrishnan Ramakrishnan,2019-01-01,2019,article,0,https://openalex.org/W3130560542,https://openalex.org/W3130560542,China,102,positive,0.95
Nature,China becomes first nation to land on the Moon’s far side,,https://doi.org/10.1038/d41586-018-07796-x,Davide Castelvecchi,2019-01-03,2019,article,4,https://openalex.org/W2906978575,https://openalex.org/W2906978575,China,103,positive,0.95
Nature,Earth’s green patches become greener — and China is leading the way,,https://doi.org/10.1038/d41586-019-00537-8,,2019-02-11,2019,article,1,https://openalex.org/W4252317172,https://openalex.org/W4252317172,China,104,positive,0.95
Nature,Managing nitrogen to restore water quality in China,,https://doi.org/10.1038/s41586-019-1001-1,Chaoqing Yu; Xiao Huang; Han Chen; H. Charles J. Godfray; Jonathon S. Wright; Jim W. Hall; Peng Gong; Shaoqiang Ni; Shengchao Qiao; Guorui Huang; Yuchen Xiao; Jie Zhang; Zhao Feng; Xiaotang Ju; Philippe Ciais; Nils Chr. Stenseth; Dag O. Hessen; Zhanli Sun; Le Yu; Wenjia Cai; Haohuan Fu; Xiaomeng Huang; Chi Zhang; Hongbin Liu; James A. Taylor,2019-02-28,2019,article,1173,https://openalex.org/W2918137318,https://openalex.org/W2918137318,China,105,positive,0.9
Nature,Materials science is helping to transform China into a high-tech economy,,https://doi.org/10.1038/d41586-019-00885-5,Sarah O’Meara,2019-03-20,2019,article,12,https://openalex.org/W2925047705,https://openalex.org/W2925047705,China,106,positive,0.9
Nature,How biomaterials will support China’s ageing population,,https://doi.org/10.1038/d41586-019-00888-2,Sarah O’Meara,2019-03-20,2019,article,1,https://openalex.org/W2922683969,https://openalex.org/W2922683969,China,107,positive,0.9
Nature,High-pressure research and a return to China: meet Haiyan Zheng,,https://doi.org/10.1038/d41586-019-00887-3,Sarah O’Meara,2019-03-20,2019,article,0,https://openalex.org/W2925025279,https://openalex.org/W2925025279,China,108,neutral,0.8
Nature,Working scientist podcast: Challenges and opportunities for materials researchers in China,,https://doi.org/10.1038/d41586-019-00960-x,Julie Gould,2019-03-21,2019,article,0,https://openalex.org/W2923145252,https://openalex.org/W2923145252,China,109,neutral,0.6
Nature,Why the US–China trade war spells disaster for the Amazon,,https://doi.org/10.1038/d41586-019-00896-2,Richard Fuchs; Peter Alexander; Calum Brown; Frances Cossar; Roslyn Henry; Mark Rounsevell,2019-03-27,2019,article,110,https://openalex.org/W2923927199,https://openalex.org/W2923927199,China,110,negative,0.95
Nature,How US–China political tensions are affecting science,,https://doi.org/10.1038/d41586-019-01270-y,Andrew Silver; Jeff Tollefson; Elizabeth Gibney,2019-04-18,2019,article,7,https://openalex.org/W2935879236,https://openalex.org/W2935879236,China,111,neutral,0.6
Nature,Phylogenetic evidence for Sino-Tibetan origin in northern China in the Late Neolithic,,https://doi.org/10.1038/s41586-019-1153-z,Menghan Zhang; Shi Yan; Wuyun Pan; Jin Li,2019-04-24,2019,article,271,https://openalex.org/W2940745724,https://openalex.org/W2940745724,China,112,neutral,0.95
Nature,"Podcast: Tiny earthquakes, the genetics of height, and how US-China politics is affecting research",,https://doi.org/10.1038/d41586-019-01334-z,,2019-04-25,2019,article,0,https://openalex.org/W4241548297,https://openalex.org/W4241548297,China,113,neutral,0.9
Nature,Daily briefing: Scientists in China are under pressure to stop a deadly pig virus,,https://doi.org/10.1038/d41586-019-01353-w,Flora Graham,2019-04-25,2019,article,0,https://openalex.org/W4247503282,https://openalex.org/W4247503282,China,114,negative,0.9
Nature,Increase in CFC-11 emissions from eastern China based on atmospheric observations,,https://doi.org/10.1038/s41586-019-1193-4,Matthew Rigby; Sunyoung Park; Takuya Saito; Luke M. Western; Alison L. Redington; Xuekun Fang; Stephan Henne; Alistair J. Manning; Ronald G. Prinn; G. S. Dutton; Paul J. Fraser; Anita L. Ganesan; B. D. Hall; Christina M. Harth; Jooil Kim; K.-R. Kim; Paul B. Krummel; T. Lee; S. Li; Qing Liang; Mark F. Lunt; S. A. Montzka; Jens Mühle; Simon O’Doherty; M.-K. Park; Stefan Reimann; Peter K. Salameh; Peter Simmonds; Rachel Tunnicliffe; Ray F. Weiss; Yoko Yokouchi; Dickon Young,2019-05-01,2019,article,276,https://openalex.org/W2946425375,https://openalex.org/W2946425375,China,115,negative,0.9
